G10-0196U,1G1ZC5ST1HF239318,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,69A003,403,01/01/2020,01/31/2020,GAS ,       4.43,,,            
G10-0217U,1G1ZC5ST1HF234328,GAS,069,05 - Federal Aviation Administration                   ,   ,02,02,692003,003,01/01/2020,01/31/2020,GAS ,      15.15,,,            
G10-0218U,1G1ZC5ST9HF238451,GAS,069,05 - Federal Aviation Administration                   ,   ,02,02,692003,003,01/01/2020,01/31/2020,GAS ,      25.65,,,            
G10-0227P,1G11A5SL7FF108183,GAS,069,05 - Federal Aviation Administration                   ,   ,03,07,692003,001,01/01/2020,01/31/2020,GAS ,      13.98,,,            
G10-0239P,1G11A5SLXFF109120,GAS,069,05 - Federal Aviation Administration                   ,   ,03,08,692003,002,01/01/2020,01/31/2020,GAS ,      36.04,,,            
G10-0248S,KMHE24L14GA036544,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,616,01/01/2020,01/31/2020,GAS ,      44.95,,,            
G10-0256S,KMHE24L19GA030299,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,112,01/01/2020,01/31/2020,GAS ,       4.97,,,            
G10-0311N,KMHEC4A44DA085328,GAS,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,717,01/01/2020,01/31/2020,GAS ,      28.45,,,            
G10-0313V,3FA6P0UU1JR243567,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,508,01/01/2020,01/31/2020,GAS ,      11.06,,,            
G10-0342R,1C3CCCAB6FN742845,E85,069,05 - Federal Aviation Administration                   ,   ,04,01,692003,101,01/01/2020,01/31/2020,GAS ,      15.61,,,            
G10-0369W,3FA6P0LU0KR274635,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,109,01/01/2020,01/31/2020,GAS ,      22.03,,,            
G10-0371W,5NPE24AF0KH772675,GAS,069,05 - Federal Aviation Administration                   ,   ,10,01,69A003,407,01/01/2020,01/31/2020,GAS ,       8.72,,,            
G10-0372S,KMHE24L11GA039756,GAS,069,05 - Federal Aviation Administration                   ,   ,11,11,693005,002,01/01/2020,01/31/2020,GAS ,       9.36,,,            
G10-0417P,3FA6P0UU9ER369066,GAS,069,05 - Federal Aviation Administration                   ,   ,05,01,695001,111,01/01/2020,01/31/2020,GAS ,       5.88,,,            
G10-0432V,3FA6P0UUXJR235905,GAS,069,05 - Federal Aviation Administration                   ,   ,08,01,69A003,103,01/01/2020,01/31/2020,GAS ,       7.72,,,            
G10-0442S,KMHE24L10GA035178,GAS,069,05 - Federal Aviation Administration                   ,   ,04,01,694002,332,01/01/2020,01/31/2020,GAS ,       7.69,,,            
G10-0446U,1G1ZC5STXHF246543,GAS,069,05 - Federal Aviation Administration                   ,   ,02,02,692003,105,01/01/2020,01/31/2020,GAS ,      47.66,,,            
G10-0470V,1G1ZC5ST1JF202825,GAS,069,05 - Federal Aviation Administration                   ,   ,08,03,69A003,108,01/01/2020,01/31/2020,GAS ,      14.32,,,            
G10-0471V,1G1ZC5ST2JF200615,GAS,069,05 - Federal Aviation Administration                   ,   ,08,03,69A003,108,01/01/2020,01/31/2020,GAS ,      48.30,,,            
G10-0472V,1G1ZC5ST7JF201193,GAS,069,05 - Federal Aviation Administration                   ,   ,08,03,69A003,101,01/01/2020,01/31/2020,GAS ,      10.18,,,            
G10-0478P,KMHEC4A44EA117308,GAS,069,05 - Federal Aviation Administration                   ,   ,05,08,695001,704,01/01/2020,01/31/2020,GAS ,      11.31,,,            
G10-0486W,3FA6P0LU2KR274636,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,109,01/01/2020,01/31/2020,GAS ,       5.31,,,            
G10-0513U,3FA6P0UU5HR330771,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,808,01/01/2020,01/31/2020,GAS ,       5.43,,,            
G10-0515U,3FA6P0UU7HR330772,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,808,01/01/2020,01/31/2020,GAS ,      11.89,,,            
G10-0552S,KMHE24L14GA028234,GAS,069,05 - Federal Aviation Administration                   ,   ,05,11,695001,302,01/01/2020,01/31/2020,GAS ,       6.46,,,            
G10-0553S,KMHE24L10GA035424,GAS,069,05 - Federal Aviation Administration                   ,   ,05,11,695001,302,01/01/2020,01/31/2020,GAS ,      10.60,,,            
G10-0554S,KMHE24L19GA025992,GAS,069,05 - Federal Aviation Administration                   ,   ,05,11,695001,302,01/01/2020,01/31/2020,GAS ,       8.89,,,            
G10-0581S,KMHE24L14GA031201,GAS,069,05 - Federal Aviation Administration                   ,   ,07,06,697002,701,01/01/2020,01/31/2020,GAS ,      38.89,,,            
G10-0594S,1G1ZC5ST6GF222996,GAS,069,05 - Federal Aviation Administration                   ,   ,08,03,69A003,801,01/01/2020,01/31/2020,GAS ,      15.61,,,            
G10-0606U,KMHE14L20HA066752,GEV,069,05 - Federal Aviation Administration                   ,   ,01,02,692014,010,01/01/2020,01/31/2020,GAS ,      14.62,,,            
G10-0618P,KMHEC4A44EA113954,GAS,069,05 - Federal Aviation Administration                   ,   ,05,11,695001,302,01/01/2020,01/31/2020,GAS ,      36.42,,,            
G10-0652S,KMHE24L17GA035226,GAS,069,05 - Federal Aviation Administration                   ,   ,02,02,692003,101,01/01/2020,01/31/2020,GAS ,      11.10,,,            
G10-0669R,KMHEC4A46FA134919,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,901,01/01/2020,01/31/2020,GAS ,      20.66,,,            
G10-0734U,3FA6P0UU5HR360630,GAS,069,05 - Federal Aviation Administration                   ,   ,07,06,697002,417,01/01/2020,01/31/2020,GAS ,      31.24,,,            
G10-0777U,3FA6P0UU4JR100869,GAS,069,05 - Federal Aviation Administration                   ,   ,07,06,697002,104,01/01/2020,01/31/2020,GAS ,      41.86,,,            
G10-0785U,3FA6P0UU1JR100148,GAS,069,05 - Federal Aviation Administration                   ,   ,07,06,697002,101,01/01/2020,01/31/2020,GAS ,      11.22,,,            
G10-0793U,3FA6P0UU0JR100867,GAS,069,05 - Federal Aviation Administration                   ,   ,07,06,697002,104,01/01/2020,01/31/2020,GAS ,      18.91,,,            
G10-0796V,5NPE24AAXJH699141,GAS,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,001,01/01/2020,01/31/2020,GAS ,      13.96,,,            
G10-0817M,KMHEC4A47CA038468,GAS,069,05 - Federal Aviation Administration                   ,   ,07,04,697002,316,01/01/2020,01/31/2020,GAS ,       7.18,,,            
G10-0826M,KMHEC4A42CA038216,GAS,069,05 - Federal Aviation Administration                   ,   ,07,04,697002,315,01/01/2020,01/31/2020,GAS ,      11.98,,,            
G10-0827V,3FA6P0UU9JR254381,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,501,01/01/2020,01/31/2020,GAS ,      49.62,,,            
G10-0848N,5NPEB4AC6DH779834,GAS,069,05 - Federal Aviation Administration                   ,   ,07,06,697002,708,01/01/2020,01/31/2020,GAS ,      10.00,,,            
G10-0896N,KMHEC4A42DA071069,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,112,01/01/2020,01/31/2020,GAS ,       6.76,,,            
G10-0932W,3FA6P0LU6KR274414,GAS,069,05 - Federal Aviation Administration                   ,   ,07,12,697002,211,01/01/2020,01/31/2020,GAS ,       5.03,,,            
G10-0934W,1G1ZC5ST7KF209067,GAS,069,05 - Federal Aviation Administration                   ,   ,08,01,69A003,103,01/01/2020,01/31/2020,GAS ,      29.25,,,            
G10-0935W,1G1ZC5ST0KF209119,GAS,069,05 - Federal Aviation Administration                   ,   ,08,01,69A003,103,01/01/2020,01/31/2020,GAS ,      21.44,,,            
G10-0948W,3FA6P0LU6KR274395,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,699004,317,01/01/2020,01/31/2020,GAS ,       5.45,,,            
G10-0959W,1G1ZC5ST3LF000524,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,923,01/01/2020,01/31/2020,GAS ,      30.35,,,            
G10-0968V,5NPE24AA6JH696138,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,699004,319,01/01/2020,01/31/2020,GAS ,      26.88,,,            
G10-0978P,1G11A5SL1FF111466,GAS,069,05 - Federal Aviation Administration                   ,   ,08,03,69A003,003,01/01/2020,01/31/2020,GAS ,      27.45,,,            
G10-0990V,3FA6P0UU2JR254576,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,992,01/01/2020,01/31/2020,GAS ,      14.26,,,            
G10-0999P,1G11A5SLXEF291173,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,903,01/01/2020,01/31/2020,GAS ,      11.25,,,            
G10-1007M,KMHEC4A46CA035481,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,699004,013,01/01/2020,01/31/2020,GAS ,      14.25,,,            
G10-1021W,3FA6P0LUXKR274416,GAS,069,05 - Federal Aviation Administration                   ,   ,01,02,692014,016,01/01/2020,01/31/2020,GAS ,      21.29,,,            
G10-1028W,3FA6P0LU1KR274675,GAS,069,05 - Federal Aviation Administration                   ,   ,01,02,694002,004,01/01/2020,01/31/2020,GAS ,      15.83,,,            
G10-1047U,1G1ZC5ST6HF251433,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,112,01/01/2020,01/31/2020,GAS ,       7.29,,,            
G10-1048U,1G1ZC5STXHF246347,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,112,01/01/2020,01/31/2020,GAS ,      12.88,,,            
G10-1054M,KMHEC4A41CA035727,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,69A003,304,01/01/2020,01/31/2020,GAS ,       3.55,,,            
G10-1080V,5NPE24AA0JH680016,GAS,069,05 - Federal Aviation Administration                   ,   ,02,02,692003,003,01/01/2020,01/31/2020,GAS ,      22.08,,,            
G10-1092P,3FA6P0UU4ER368844,GAS,069,05 - Federal Aviation Administration                   ,   ,01,02,692014,004,01/01/2020,01/31/2020,GAS ,      12.75,,,            
G10-1108P,1G11A5SL7FF108507,GAS,069,05 - Federal Aviation Administration                   ,   ,01,02,692014,004,01/01/2020,01/31/2020,GAS ,       6.10,,,            
G10-1220W,3FA6P0LU4KR274704,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,808,01/01/2020,01/31/2020,GAS ,       8.70,,,            
G10-1225W,3FA6P0LU8KR274558,GAS,069,05 - Federal Aviation Administration                   ,69 ,07,01,697002,832,01/01/2020,01/31/2020,GAS ,       7.90,,,            
G10-1226W,3FA6P0LUXKR274559,GAS,069,05 - Federal Aviation Administration                   ,69 ,07,01,697002,832,01/01/2020,01/31/2020,GAS ,       6.19,,,            
G10-1227W,3FA6P0LU6KR274705,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,808,01/01/2020,01/31/2020,GAS ,      14.51,,,            
G10-1228W,3FA6P0LU0KR274702,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,808,01/01/2020,01/31/2020,GAS ,       7.98,,,            
G10-1229W,3FA6P0LU9KR274701,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,808,01/01/2020,01/31/2020,GAS ,      14.54,,,            
G10-1261V,3FA6P0UUXJR254356,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,699004,424,01/01/2020,01/31/2020,GAS ,       9.46,,,            
G10-1278U,3FA6P0UU8JR100602,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,706,01/01/2020,01/31/2020,GAS ,       5.08,,,            
G10-1279W,3FA6P0LU2KR274670,GAS,069,05 - Federal Aviation Administration                   ,   ,10,01,69A003,802,01/01/2020,01/31/2020,GAS ,      10.45,,,            
G10-1284U,1G1ZC5ST2HF263286,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,706,01/01/2020,01/31/2020,GAS ,       9.49,,,            
G10-1287U,1G1ZC5ST7HF255457,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,      11.63,,,            
G10-1288U,1G1ZC5ST3HF256153,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,      36.57,,,            
G10-1293U,1G1ZC5STXHF255341,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,      12.67,,,            
G10-1293V,5NPE24AA1JH692207,GAS,069,05 - Federal Aviation Administration                   ,   ,10,01,69A003,802,01/01/2020,01/31/2020,GAS ,       8.26,,,            
G10-1295U,1G1ZC5ST5HF258731,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,       8.67,,,            
G10-1296U,1G1ZC5ST8HF256875,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,      33.61,,,            
G10-1297U,1G1ZC5ST8HF258433,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,      20.80,,,            
G10-1298U,1G1ZC5ST1HF255566,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,       6.16,,,            
G10-1300U,1G1ZC5ST2HF259013,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,      21.53,,,            
G10-1302U,1G1ZC5ST2HF254247,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,      15.51,,,            
G10-1304U,1G1ZC5ST1HF253056,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,      12.32,,,            
G10-1305U,1G1ZC5STXHF253573,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,      39.83,,,            
G10-1306U,1G1ZC5ST9HF254214,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,711,01/01/2020,01/31/2020,GAS ,      21.12,,,            
G10-1309U,3FA6P0UU0JR100755,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,807,01/01/2020,01/31/2020,GAS ,       4.72,,,            
G10-1319U,1G1ZC5STXHF262158,GAS,069,05 - Federal Aviation Administration                   ,   ,05,01,695001,209,01/01/2020,01/31/2020,GAS ,      32.81,,,            
G10-1329P,KMHEC4A40EA116723,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,    ,       5.93,,,            
G10-1329P,KMHEC4A40EA116723,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,GAS ,       9.96,,,            
G10-1330P,KMHEC4A45EA116930,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,GAS ,      52.60,,,            
G10-1331P,KMHEC4A47EA116508,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,    ,       5.96,,,            
G10-1331P,KMHEC4A47EA116508,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,GAS ,      32.19,,,            
G10-1332P,KMHEC4A4XEA116678,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,GAS ,      32.26,,,            
G10-1333P,KMHEC4A45EA116698,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,510,01/01/2020,01/31/2020,GAS ,      18.05,,,            
G10-1335S,KMHE24L10GA035391,GAS,069,05 - Federal Aviation Administration                   ,   ,06,01,696001,814,01/01/2020,01/31/2020,GAS ,      27.46,,,            
G10-1336S,KMHE24L19GA036264,GAS,069,05 - Federal Aviation Administration                   ,   ,06,01,696001,814,01/01/2020,01/31/2020,GAS ,      14.56,,,            
G10-1345S,1C3CCCAB1GN181343,E85,069,05 - Federal Aviation Administration                   ,   ,06,01,696001,523,01/01/2020,01/31/2020,GAS ,      65.10,,,            
G10-1353P,3FA6P0UU5ER369047,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,501,01/01/2020,01/31/2020,GAS ,      18.90,,,            
G10-1354P,3FA6P0UU3ER369046,GAS,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,501,01/01/2020,01/31/2020,GAS ,      57.89,,,            
G10-1362V,5NPE24AA2JH692197,GAS,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,016,01/01/2020,01/31/2020,GAS ,       7.42,,,            
G10-1423W,5NPE24AF0KH772384,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,801,01/01/2020,01/31/2020,GAS ,      34.80,,,            
G10-1434S,KMHE24L16GA028543,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,311,01/01/2020,01/31/2020,GAS ,      11.61,,,            
G10-1449R,1G1ZC5ST8HF257248,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,618,01/01/2020,01/31/2020,GAS ,      15.97,,,            
G10-1483R,KMHE24L12GA024473,GAS,069,05 - Federal Aviation Administration                   ,   ,03,08,692003,136,01/01/2020,01/31/2020,GAS ,       6.40,,,            
G10-1485W,1G1ZC5ST1LF001400,GAS,069,05 - Federal Aviation Administration                   ,GR ,05,01,695001,221,01/01/2020,01/31/2020,GAS ,       7.17,,,            
G10-1493U,1G1ZC5ST4HF260289,GAS,069,05 - Federal Aviation Administration                   ,   ,10,01,69A003,802,01/01/2020,01/31/2020,GAS ,      12.96,,,            
G10-1500P,1G11A5SLXEF289746,GAS,069,05 - Federal Aviation Administration                   ,   ,05,01,695001,253,01/01/2020,01/31/2020,GAS ,      31.57,,,            
G10-1501P,KMHEC4A46EA117102,GAS,069,05 - Federal Aviation Administration                   ,   ,05,01,695001,251,01/01/2020,01/31/2020,GAS ,      24.43,,,            
G10-1530W,3FA6P0LU6KR274462,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,416,01/01/2020,01/31/2020,GAS ,       9.55,,,            
G10-1531W,3FA6P0LU8KR274463,GAS,069,05 - Federal Aviation Administration                   ,   ,07,01,697002,416,01/01/2020,01/31/2020,GAS ,       6.84,,,            
G10-1537V,3FA6P0UU2JR235817,GAS,069,05 - Federal Aviation Administration                   ,   ,03,08,692003,136,01/01/2020,01/31/2020,GAS ,      28.22,,,            
G10-1542R,1G1ZC5ST7HF257757,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,618,01/01/2020,01/31/2020,GAS ,      17.37,,,            
G10-1552R,KMHEC4A49FA135112,GAS,069,05 - Federal Aviation Administration                   ,   ,09,13,699004,909,01/01/2020,01/31/2020,GAS ,      29.59,,,            
G10-1556N,KMHEC4A41EA113524,GAS,069,05 - Federal Aviation Administration                   ,   ,05,08,695001,115,01/01/2020,01/31/2020,GAS ,       4.83,,,            
G10-1557N,KMHEC4A41EA117170,GAS,069,05 - Federal Aviation Administration                   ,   ,05,08,695001,115,01/01/2020,01/31/2020,GAS ,      17.44,,,            
G10-1558N,KMHEC4A45EA117236,GAS,069,05 - Federal Aviation Administration                   ,   ,05,08,695001,115,01/01/2020,01/31/2020,GAS ,      10.71,,,            
G10-1559N,KMHEC4A43EA117283,GAS,069,05 - Federal Aviation Administration                   ,   ,05,08,695001,115,01/01/2020,01/31/2020,GAS ,      17.35,,,            
G10-1599V,5NPE24AA9JH691791,GAS,069,05 - Federal Aviation Administration                   ,   ,01,01,692014,324,01/01/2020,01/31/2020,GAS ,      34.43,,,            
G10-1600V,5NPE24AA5JH705685,GAS,069,05 - Federal Aviation Administration                   ,   ,01,01,692014,324,01/01/2020,01/31/2020,GAS ,      12.73,,,            
G10-1635R,1C3CCCAB7GN181279,E85,069,05 - Federal Aviation Administration                   ,   ,04,04,694002,201,01/01/2020,01/31/2020,GAS ,       5.26,,,            
G10-1643U,1G1ZC5ST8HF261008,GAS,069,05 - Federal Aviation Administration                   ,   ,03,08,692003,011,01/01/2020,01/31/2020,GAS ,      49.75,,,            
G10-1647S,KMHE24L18GA036546,GAS,069,05 - Federal Aviation Administration                   ,   ,09,02,699004,005,01/01/2020,01/31/2020,GAS ,      13.68,,,            
G10-1659S,KMHE24L13GA036633,GAS,069,05 - Federal Aviation Administration                   ,   ,09,18,699004,964,01/01/2020,01/31/2020,GAS ,      10.20,,,            
G10-1663W,3FA6P0LU4KR274671,GAS,069,05 - Federal Aviation Administration                   ,   ,10,01,69A003,802,01/01/2020,01/31/2020,GAS ,      23.97,,,            
G10-1665M,KMHEC4A45EA117964,GAS,069,05 - Federal Aviation Administration                   ,   ,01,02,694002,004,01/01/2020,01/31/2020,GAS ,      17.90,,,            
G10-1667M,KMHEC4A44FA119643,GAS,069,05 - Federal Aviation Administration                   ,   ,01,02,692014,015,01/01/2020,01/31/2020,GAS ,      15.19,,,            
G10-1687V,3FA6P0UU4JR282038,GAS,069,05 - Federal Aviation Administration                   ,   ,03,03,694002,001,01/01/2020,01/31/2020,GAS ,       9.17,,,            
G10-1691U,3FA6P0UU5JR100704,GAS,069,05 - Federal Aviation Administration                   ,   ,05,01,695001,237,01/01/2020,01/31/2020,GAS ,      16.50,,,            
G10-1750U,3FA6P0UU3JR101138,GAS,069,05 - Federal Aviation Administration                   ,   ,06,04,696001,202,01/01/2020,01/31/2020,GAS ,       6.44,,,            
G10-1770N,1G11A5SL1EF291899,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,      17.60,,,            
G10-1771N,1G11A5SL9EF291956,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,707,01/01/2020,01/31/2020,GAS ,      27.17,,,            
G10-1832W,3FA6P0LU9KR274410,GAS,069,05 - Federal Aviation Administration                   ,   ,05,11,695001,502,01/01/2020,01/31/2020,GAS ,      12.50,,,            
G10-1833W,3FA6P0LU0KR274411,GAS,069,05 - Federal Aviation Administration                   ,   ,05,11,695001,502,01/01/2020,01/31/2020,GAS ,      13.52,,,            
G10-1840M,1G11A5SAXDF316361,GAS,069,05 - Federal Aviation Administration                   ,   ,02,04,694002,006,01/01/2020,01/31/2020,GAS ,      13.33,,,            
G10-1840N,KMHEC4A46FA139425,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,903,01/01/2020,01/31/2020,GAS ,      15.90,,,            
G10-1845W,5NPE24AA2KH802246,GAS,069,05 - Federal Aviation Administration                   ,05 ,07,04,697002,501,01/01/2020,01/31/2020,GAS ,       8.32,,,            
G10-1846W,5NPE24AA9KH803166,GAS,069,05 - Federal Aviation Administration                   ,05 ,07,04,697002,501,01/01/2020,01/31/2020,GAS ,      35.51,,,            
G10-1847W,5NPE24AA8KH802722,GAS,069,05 - Federal Aviation Administration                   ,05 ,07,04,697002,501,01/01/2020,01/31/2020,GAS ,      17.63,,,            
G10-1848W,5NPE24AA8KH803353,GAS,069,05 - Federal Aviation Administration                   ,05 ,07,04,697002,501,01/01/2020,01/31/2020,GAS ,       5.03,,,            
G10-1856V,3FA6P0UUXJR278916,GAS,069,05 - Federal Aviation Administration                   ,   ,09,07,699004,633,01/01/2020,01/31/2020,GAS ,      21.93,,,            
G10-1877V,5NPE24AA5JH701460,GAS,069,05 - Federal Aviation Administration                   ,   ,09,09,699004,206,01/01/2020,01/31/2020,GAS ,      11.93,,,            
G10-1900R,1C3CCCABXFN742962,E85,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,004,01/01/2020,01/31/2020,GAS ,      19.82,,,            
G10-1902R,1C3CCCAB6FN742960,E85,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,004,01/01/2020,01/31/2020,E85 ,       6.38,,,            
G10-1902R,1C3CCCAB6FN742960,E85,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,004,01/01/2020,01/31/2020,GAS ,      16.54,,,            
G10-1939M,1C3CDZAG7DN772333,E85,069,05 - Federal Aviation Administration                   ,   ,02,01,692014,001,01/01/2020,01/31/2020,E85 ,       6.17,,,            
G10-1939W,5NPE24AA0KH802715,GAS,069,05 - Federal Aviation Administration                   ,   ,04,01,694002,360,01/01/2020,01/31/2020,GAS ,      10.22,,,            
G10-1945M,KMHEC4A44DA084504,GAS,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,004,01/01/2020,01/31/2020,GAS ,       9.01,,,            
G10-1953R,KMHE24L14GA028427,GAS,069,05 - Federal Aviation Administration                   ,   ,04,01,694002,360,01/01/2020,01/31/2020,GAS ,       7.93,,,            
G10-1957W,5NPE24AF0KH772322,GAS,069,05 - Federal Aviation Administration                   ,   ,04,06,694002,604,01/01/2020,01/31/2020,GAS ,      14.51,,,            
G10-1959V,5NPE24AA8JH693192,GAS,069,05 - Federal Aviation Administration                   ,   ,02,01,692003,006,01/01/2020,01/31/2020,GAS ,      29.65,,,            
G10-1981R,3FA6P0UU6GR392551,GAS,069,05 - Federal Aviation Administration                   ,   ,04,01,694002,332,01/01/2020,01/31/2020,GAS ,      25.00,,,            
